step , loss 
91249 , 10.75
91250 , 23.91
91251 , 27.04
91252 , 26.97
91253 , 41.22
91254 , 47.06
91255 , 32.29
91256 , 41.53
91257 , 16.18
91258 , 50.85
91259 , 14.70
91260 , 28.24
91261 , 48.50
91262 , 26.12
91263 , 25.24
91264 , 20.44
91265 , 22.56
91266 , 11.91
91267 , 18.99
91268 , 22.88
91269 , 27.40
91270 , 20.21
91271 , 17.18
91272 , 52.45
91273 , 25.49
91274 , 15.91
91275 , 34.35
91276 , 24.08
91277 , 29.75
91278 , 28.05
91279 , 25.38
91280 , 12.68
91281 , 16.40
91282 , 15.80
91283 , 14.93
91284 , 27.60
91285 , 29.27
91286 , 25.67
91287 , 35.67
91288 , 19.13
91289 , 20.24
91290 , 25.19
91291 , 34.54
91292 , 25.12
91293 , 39.44
91294 , 32.36
91295 , 24.03
91296 , 19.57
92161 , 25.42
92162 , 14.27
92163 , 33.35
92164 , 30.70
92165 , 18.49
92166 , 17.18
92167 , 39.21
92168 , 33.34
92169 , 29.93
92170 , 24.14
92171 , 21.03
92172 , 81.46
92173 , 23.15
92174 , 25.58
92175 , 48.19
92176 , 32.63
92177 , 30.29
92178 , 15.31
92179 , 45.94
92180 , 17.94
92181 , 60.91
92182 , 30.22
92183 , 24.75
92184 , 15.17
92185 , 39.40
92186 , 21.90
92187 , 17.90
92188 , 26.02
92189 , 16.75
92190 , 13.95
92191 , 14.04
92192 , 15.08
92193 , 23.53
92194 , 9.46
92195 , 11.63
92196 , 33.97
92197 , 29.05
92198 , 22.50
92199 , 11.72
92200 , 25.75
92201 , 40.35
92202 , 43.04
92203 , 28.17
92204 , 34.14
92205 , 21.34
92206 , 36.69
92207 , 44.15
92208 , 37.55
92209 , 11.09
92210 , 17.16
92211 , 30.15
92212 , 31.51
92213 , 37.03
92214 , 46.26
92215 , 27.96
92216 , 41.65
92217 , 17.68
92218 , 51.12
92219 , 16.60
92220 , 26.51
92221 , 47.70
92222 , 21.35
92223 , 20.48
92224 , 20.98
92225 , 22.02
92226 , 12.99
92227 , 18.15
92228 , 22.68
92229 , 29.16
92230 , 19.72
92231 , 13.47
92232 , 49.01
92233 , 26.28
92234 , 13.88
92235 , 34.16
92236 , 26.48
92237 , 31.28
92238 , 27.28
92239 , 22.05
92240 , 12.85
92241 , 16.30
92242 , 13.87
92243 , 16.24
92244 , 32.46
92245 , 34.20
92246 , 21.93
92247 , 28.71
92248 , 18.54
92249 , 17.41
92250 , 20.98
92251 , 31.31
92252 , 23.06
92253 , 37.30
92254 , 34.66
92255 , 21.13
92256 , 21.64
93121 , 22.44
93122 , 16.30
93123 , 27.17
93124 , 37.71
93125 , 13.78
93126 , 16.11
93127 , 39.46
93128 , 27.49
93129 , 30.70
93130 , 21.55
93131 , 21.75
93132 , 69.91
93133 , 25.06
93134 , 20.48
93135 , 46.79
93136 , 28.80
93137 , 30.93
93138 , 15.63
93139 , 47.95
93140 , 20.54
93141 , 59.66
93142 , 31.10
93143 , 24.67
93144 , 18.19
93145 , 43.04
93146 , 18.68
93147 , 17.59
93148 , 22.48
93149 , 16.01
93150 , 14.24
93151 , 16.66
93152 , 15.14
93153 , 30.18
93154 , 10.28
93155 , 13.48
93156 , 32.87
93157 , 28.69
93158 , 26.59
93159 , 13.52
93160 , 20.63
93161 , 39.65
93162 , 43.56
93163 , 29.64
93164 , 37.94
93165 , 20.45
93166 , 35.14
93167 , 41.61
93168 , 42.64
93169 , 12.56
93170 , 21.12
93171 , 30.86
93172 , 29.97
93173 , 39.32
93174 , 42.17
93175 , 25.85
93176 , 42.67
93177 , 17.18
93178 , 53.21
93179 , 15.00
93180 , 30.43
93181 , 54.35
93182 , 21.56
93183 , 23.47
93184 , 25.30
93185 , 23.35
93186 , 13.47
93187 , 16.41
93188 , 20.50
93189 , 23.15
93190 , 18.55
93191 , 17.19
93192 , 52.47
93193 , 24.83
93194 , 17.40
93195 , 37.67
93196 , 16.20
93197 , 27.41
93198 , 31.24
93199 , 20.98
93200 , 11.88
93201 , 17.39
93202 , 13.17
93203 , 14.72
93204 , 27.70
93205 , 32.18
93206 , 26.11
93207 , 28.98
93208 , 19.94
93209 , 19.41
93210 , 20.39
93211 , 33.08
93212 , 28.73
93213 , 36.34
93214 , 30.52
93215 , 21.99
93216 , 24.57
94081 , 20.37
94082 , 17.99
94083 , 21.65
94084 , 35.02
94085 , 16.32
94086 , 18.44
94087 , 39.08
94088 , 29.20
94089 , 29.30
94090 , 21.80
94091 , 19.20
94092 , 72.79
94093 , 20.82
94094 , 23.93
94095 , 43.36
94096 , 36.47
94097 , 34.22
94098 , 16.62
94099 , 45.67
94100 , 20.23
94101 , 59.02
94102 , 28.39
94103 , 32.13
94104 , 17.03
94105 , 41.06
94106 , 20.32
94107 , 17.84
94108 , 22.57
94109 , 15.74
94110 , 15.13
94111 , 17.33
94112 , 15.08
94113 , 27.74
94114 , 10.30
94115 , 14.73
94116 , 36.58
94117 , 28.26
94118 , 28.74
94119 , 12.04
94120 , 21.17
94121 , 39.91
94122 , 46.29
94123 , 28.95
94124 , 33.61
94125 , 20.96
94126 , 37.71
94127 , 46.46
94128 , 36.31
94129 , 11.63
94130 , 16.44
94131 , 26.79
94132 , 27.76
94133 , 34.83
94134 , 38.65
94135 , 30.44
94136 , 40.76
94137 , 15.48
94138 , 50.75
94139 , 17.33
94140 , 29.68
94141 , 53.39
94142 , 22.21
94143 , 20.12
94144 , 25.67
94145 , 23.55
94146 , 12.16
94147 , 17.21
94148 , 21.33
94149 , 26.64
94150 , 20.03
94151 , 15.01
94152 , 51.26
94153 , 27.17
94154 , 16.16
94155 , 32.73
94156 , 23.75
94157 , 33.75
94158 , 31.17
94159 , 21.93
94160 , 11.49
94161 , 16.23
94162 , 14.08
94163 , 17.88
94164 , 29.64
94165 , 25.32
94166 , 27.04
94167 , 35.87
94168 , 15.40
94169 , 20.74
94170 , 16.50
94171 , 35.75
94172 , 24.69
94173 , 35.29
94174 , 33.88
94175 , 24.13
94176 , 20.83
95041 , 22.29
95042 , 16.00
95043 , 21.86
95044 , 29.19
95045 , 16.73
95046 , 20.85
95047 , 40.78
95048 , 31.22
95049 , 30.72
95050 , 21.31
95051 , 24.71
95052 , 80.11
95053 , 25.04
95054 , 21.12
95055 , 49.91
95056 , 34.94
95057 , 32.50
95058 , 12.56
95059 , 46.16
95060 , 19.07
95061 , 60.62
95062 , 25.02
95063 , 27.64
95064 , 17.05
95065 , 40.68
95066 , 20.93
95067 , 18.01
95068 , 24.58
95069 , 17.91
95070 , 12.89
95071 , 18.05
95072 , 12.13
95073 , 26.56
95074 , 11.13
95075 , 10.37
95076 , 35.99
95077 , 28.40
95078 , 25.99
95079 , 11.80
95080 , 25.36
95081 , 35.76
95082 , 46.36
95083 , 30.41
95084 , 37.84
95085 , 22.53
95086 , 38.05
95087 , 42.28
95088 , 44.69
95089 , 11.98
95090 , 17.66
95091 , 28.67
95092 , 29.72
95093 , 34.95
95094 , 38.25
95095 , 30.12
95096 , 37.36
95097 , 16.00
95098 , 52.74
95099 , 15.63
95100 , 25.85
95101 , 47.97
95102 , 21.20
95103 , 27.90
95104 , 23.17
95105 , 24.40
95106 , 11.38
95107 , 18.13
95108 , 21.55
95109 , 21.88
95110 , 21.85
95111 , 14.52
95112 , 52.77
95113 , 23.30
95114 , 16.27
95115 , 32.55
95116 , 22.94
95117 , 26.48
95118 , 29.09
95119 , 24.44
95120 , 11.42
95121 , 17.59
95122 , 15.31
95123 , 18.13
95124 , 29.44
95125 , 28.52
95126 , 22.12
95127 , 35.06
95128 , 15.21
95129 , 18.52
95130 , 18.05
95131 , 31.24
95132 , 22.32
95133 , 34.86
95134 , 32.80
95135 , 24.19
95136 , 17.59
96001 , 27.30
96002 , 19.04
96003 , 28.74
96004 , 35.21
96005 , 14.44
96006 , 15.70
96007 , 36.62
96008 , 35.21
96009 , 33.31
96010 , 23.56
96011 , 22.98
96012 , 84.50
96013 , 28.58
96014 , 20.91
96015 , 43.89
96016 , 36.09
96017 , 36.37
96018 , 15.89
96019 , 41.12
96020 , 15.87
96021 , 59.74
96022 , 26.54
96023 , 25.98
96024 , 14.64
96025 , 39.91
96026 , 19.99
96027 , 16.37
96028 , 21.83
96029 , 18.14
96030 , 14.57
96031 , 14.67
96032 , 13.35
96033 , 27.18
96034 , 8.85
96035 , 10.42
96036 , 40.85
96037 , 33.67
96038 , 25.99
96039 , 13.38
96040 , 25.85
96041 , 33.77
96042 , 46.79
96043 , 36.17
96044 , 39.67
96045 , 19.94
96046 , 36.33
96047 , 43.21
96048 , 38.67
96049 , 11.18
96050 , 13.36
96051 , 28.91
96052 , 27.64
96053 , 33.70
96054 , 42.22
96055 , 31.24
96056 , 47.14
96057 , 16.79
96058 , 50.93
96059 , 15.96
96060 , 31.15
96061 , 51.26
96062 , 19.49
96063 , 24.77
96064 , 26.09
96065 , 28.44
96066 , 13.87
96067 , 17.67
96068 , 25.31
96069 , 21.14
96070 , 22.28
96071 , 16.94
96072 , 45.21
96073 , 27.83
96074 , 15.72
96075 , 31.80
96076 , 26.43
96077 , 32.05
96078 , 25.07
96079 , 23.12
96080 , 11.35
96081 , 19.37
96082 , 13.27
96083 , 15.34
96084 , 25.26
96085 , 33.64
96086 , 22.77
96087 , 40.55
96088 , 16.18
96089 , 20.97
96090 , 23.82
96091 , 32.93
96092 , 24.85
96093 , 36.94
96094 , 35.38
96095 , 22.36
96096 , 25.02
96961 , 22.26
96962 , 18.84
96963 , 25.68
96964 , 35.16
96965 , 12.32
96966 , 16.70
96967 , 41.24
96968 , 28.24
96969 , 30.86
96970 , 24.43
96971 , 22.68
96972 , 78.32
96973 , 28.19
96974 , 22.22
96975 , 45.61
96976 , 33.28
96977 , 36.93
96978 , 17.48
96979 , 50.73
96980 , 24.44
96981 , 63.60
96982 , 27.78
96983 , 22.22
96984 , 14.92
96985 , 34.91
96986 , 22.32
96987 , 16.21
96988 , 23.86
96989 , 14.98
96990 , 12.72
96991 , 16.10
96992 , 14.75
96993 , 24.24
96994 , 9.83
96995 , 11.33
96996 , 35.63
96997 , 31.00
96998 , 21.41
96999 , 12.03
97000 , 24.34
97001 , 34.68
97002 , 46.07
97003 , 31.74
97004 , 36.76
97005 , 22.76
97006 , 35.16
97007 , 43.81
97008 , 39.00
97009 , 11.32
97010 , 15.93
97011 , 24.00
97012 , 29.58
97013 , 30.49
97014 , 38.82
97015 , 25.47
97016 , 41.29
97017 , 18.20
97018 , 50.60
97019 , 17.46
97020 , 26.61
97021 , 47.83
97022 , 21.55
97023 , 22.13
97024 , 22.57
97025 , 21.43
97026 , 13.66
97027 , 15.23
97028 , 19.35
97029 , 23.93
97030 , 17.61
97031 , 15.56
97032 , 52.37
97033 , 23.67
97034 , 16.49
97035 , 31.39
97036 , 20.80
97037 , 30.25
97038 , 28.63
97039 , 22.66
97040 , 14.15
97041 , 17.98
97042 , 13.67
97043 , 15.89
97044 , 29.05
97045 , 39.38
97046 , 27.11
97047 , 50.53
97048 , 18.69
97049 , 20.34
97050 , 19.26
97051 , 34.88
97052 , 29.14
97053 , 37.64
97054 , 33.11
97055 , 22.13
97056 , 20.92
97921 , 20.48
97922 , 17.20
97923 , 20.44
97924 , 31.07
97925 , 15.52
97926 , 18.36
97927 , 43.02
97928 , 27.84
97929 , 32.31
97930 , 24.49
97931 , 23.78
97932 , 89.00
97933 , 25.16
97934 , 21.28
97935 , 41.53
97936 , 34.68
97937 , 30.64
97938 , 16.51
97939 , 43.73
97940 , 22.26
97941 , 63.96
97942 , 30.36
97943 , 24.34
97944 , 18.66
97945 , 37.65
97946 , 21.87
97947 , 19.12
97948 , 24.13
97949 , 14.36
97950 , 13.78
97951 , 18.24
97952 , 11.33
97953 , 25.24
97954 , 8.26
97955 , 17.16
97956 , 31.81
97957 , 29.63
97958 , 23.45
97959 , 11.46
97960 , 22.82
97961 , 39.11
97962 , 48.51
97963 , 28.71
97964 , 39.63
97965 , 19.29
97966 , 35.30
97967 , 43.96
97968 , 42.37
97969 , 10.57
97970 , 13.46
97971 , 25.53
97972 , 28.32
97973 , 36.26
97974 , 45.28
97975 , 30.05
97976 , 40.86
97977 , 17.18
97978 , 53.54
97979 , 18.68
97980 , 29.81
97981 , 54.30
97982 , 21.79
97983 , 26.57
97984 , 28.92
97985 , 25.52
97986 , 14.78
97987 , 20.18
97988 , 22.18
97989 , 23.79
97990 , 20.03
97991 , 18.67
97992 , 46.44
97993 , 31.03
97994 , 17.95
97995 , 30.60
97996 , 25.41
97997 , 30.44
97998 , 28.30
97999 , 23.26
98000 , 14.81
98001 , 18.14
98002 , 15.08
98003 , 17.47
98004 , 26.16
98005 , 25.94
98006 , 21.73
98007 , 34.28
98008 , 19.71
98009 , 16.67
98010 , 20.62
98011 , 31.29
98012 , 27.36
98013 , 37.21
98014 , 31.96
98015 , 22.86
98016 , 19.65
98881 , 27.03
98882 , 15.95
98883 , 24.84
98884 , 31.30
98885 , 15.48
98886 , 16.72
98887 , 43.96
98888 , 26.84
98889 , 32.83
98890 , 19.17
98891 , 19.95
98892 , 85.57
98893 , 23.30
98894 , 22.20
98895 , 43.67
98896 , 35.73
98897 , 31.52
98898 , 16.15
98899 , 47.81
98900 , 18.78
98901 , 58.40
98902 , 25.45
98903 , 22.60
98904 , 14.62
98905 , 34.62
98906 , 21.59
98907 , 16.67
98908 , 20.73
98909 , 14.75
98910 , 12.78
98911 , 16.81
98912 , 16.89
98913 , 27.44
98914 , 10.07
98915 , 12.48
98916 , 30.10
98917 , 29.83
98918 , 33.44
98919 , 11.36
98920 , 21.18
98921 , 40.02
98922 , 50.86
98923 , 33.69
98924 , 36.17
98925 , 22.88
98926 , 33.94
98927 , 43.39
98928 , 33.44
98929 , 11.51
98930 , 17.28
98931 , 33.17
98932 , 27.02
98933 , 37.29
98934 , 39.59
98935 , 26.04
98936 , 39.61
98937 , 15.58
98938 , 54.53
98939 , 15.91
98940 , 25.39
98941 , 52.84
98942 , 23.31
98943 , 22.72
98944 , 23.74
98945 , 30.75
98946 , 13.02
98947 , 17.63
98948 , 23.13
98949 , 21.95
98950 , 22.65
98951 , 15.16
98952 , 53.33
98953 , 26.06
98954 , 14.23
98955 , 35.82
98956 , 22.04
98957 , 29.62
98958 , 28.78
98959 , 22.67
98960 , 10.75
98961 , 16.14
98962 , 16.40
98963 , 16.45
98964 , 26.82
98965 , 31.73
98966 , 27.18
98967 , 34.40
98968 , 16.05
98969 , 21.01
98970 , 17.14
98971 , 36.63
98972 , 26.64
98973 , 38.57
98974 , 35.01
98975 , 24.24
98976 , 21.52
99841 , 26.69
99842 , 17.90
99843 , 19.91
99844 , 37.39
99845 , 15.74
99846 , 19.33
99847 , 38.71
99848 , 25.09
99849 , 31.37
99850 , 22.43
99851 , 20.95
99852 , 81.57
99853 , 24.48
99854 , 23.96
99855 , 43.89
99856 , 31.95
99857 , 29.60
99858 , 18.35
99859 , 46.51
99860 , 24.99
99861 , 61.45
99862 , 29.14
99863 , 28.68
99864 , 15.43
99865 , 44.05
99866 , 18.86
99867 , 16.90
99868 , 27.08
99869 , 18.51
99870 , 13.11
99871 , 16.58
99872 , 13.00
99873 , 24.56
99874 , 9.98
99875 , 11.91
99876 , 38.70
99877 , 26.10
99878 , 19.90
99879 , 12.35
99880 , 23.16
99881 , 40.96
99882 , 53.89
99883 , 28.74
99884 , 40.50
99885 , 18.98
99886 , 37.76
99887 , 41.34
99888 , 40.21
99889 , 12.00
99890 , 16.79
99891 , 26.09
99892 , 29.07
99893 , 32.45
99894 , 44.30
99895 , 28.12
99896 , 42.21
99897 , 15.77
99898 , 46.46
99899 , 17.39
99900 , 25.51
99901 , 51.44
99902 , 27.43
99903 , 21.68
99904 , 22.38
99905 , 25.38
99906 , 12.74
99907 , 17.82
99908 , 22.17
99909 , 23.19
99910 , 20.15
99911 , 14.75
99912 , 54.67
99913 , 24.56
99914 , 15.44
99915 , 30.73
99916 , 24.83
99917 , 30.05
99918 , 28.70
99919 , 23.36
99920 , 12.83
99921 , 19.98
99922 , 14.99
99923 , 15.22
99924 , 28.18
99925 , 31.64
99926 , 25.93
99927 , 30.93
99928 , 16.65
99929 , 24.09
99930 , 21.58
99931 , 29.80
99932 , 24.59
99933 , 40.92
99934 , 32.46
99935 , 22.84
99936 , 24.22
100801 , 22.70
100802 , 16.73
100803 , 23.33
100804 , 26.16
100805 , 13.93
100806 , 18.42
100807 , 40.39
100808 , 27.84
100809 , 31.51
100810 , 29.97
100811 , 23.26
100812 , 85.28
100813 , 22.21
100814 , 21.40
100815 , 42.10
100816 , 34.74
100817 , 34.88
100818 , 15.10
100819 , 37.07
100820 , 17.36
100821 , 60.52
100822 , 34.04
100823 , 29.17
100824 , 17.73
100825 , 40.02
100826 , 21.84
100827 , 18.88
100828 , 26.52
100829 , 14.74
100830 , 12.01
100831 , 14.57
100832 , 11.24
100833 , 25.33
100834 , 11.44
100835 , 13.67
100836 , 34.70
100837 , 31.26
100838 , 24.86
100839 , 12.95
100840 , 22.11
100841 , 36.93
100842 , 50.67
100843 , 28.96
100844 , 41.14
100845 , 20.04
100846 , 37.45
100847 , 43.42
100848 , 40.42
100849 , 11.85
100850 , 21.52
100851 , 28.41
100852 , 27.64
100853 , 34.04
100854 , 43.83
100855 , 29.36
100856 , 44.11
100857 , 16.93
100858 , 53.28
100859 , 16.11
100860 , 27.91
100861 , 39.38
100862 , 23.43
100863 , 21.26
100864 , 25.41
100865 , 23.25
100866 , 11.45
100867 , 17.67
100868 , 23.21
100869 , 23.54
100870 , 20.05
100871 , 17.34
100872 , 48.49
100873 , 24.96
100874 , 14.91
100875 , 35.15
100876 , 19.27
100877 , 26.21
100878 , 28.19
100879 , 22.90
100880 , 12.51
100881 , 16.68
100882 , 16.97
100883 , 15.30
100884 , 23.06
100885 , 28.09
100886 , 24.92
100887 , 29.88
100888 , 15.95
100889 , 21.10
100890 , 24.30
100891 , 33.42
100892 , 25.01
100893 , 36.67
100894 , 31.74
100895 , 21.97
100896 , 19.14
101761 , 23.31
101762 , 19.76
101763 , 27.76
101764 , 31.10
101765 , 17.42
101766 , 14.65
101767 , 42.06
101768 , 24.96
101769 , 30.21
101770 , 19.81
101771 , 20.42
101772 , 84.44
101773 , 24.50
101774 , 23.31
101775 , 45.08
101776 , 36.45
101777 , 34.71
101778 , 15.45
101779 , 53.16
101780 , 17.97
101781 , 63.20
101782 , 30.05
101783 , 24.39
101784 , 15.52
101785 , 39.95
101786 , 22.14
101787 , 15.28
101788 , 21.11
101789 , 17.14
101790 , 17.01
101791 , 14.24
101792 , 11.63
101793 , 26.66
101794 , 11.63
101795 , 12.46
101796 , 33.84
101797 , 31.23
101798 , 23.06
101799 , 12.09
101800 , 24.62
101801 , 44.92
101802 , 48.45
101803 , 27.51
101804 , 39.62
101805 , 20.96
101806 , 37.10
101807 , 49.00
101808 , 43.24
101809 , 11.31
101810 , 18.25
101811 , 32.01
101812 , 27.49
101813 , 41.24
101814 , 42.33
101815 , 33.51
101816 , 36.23
101817 , 16.28
101818 , 49.69
101819 , 15.69
101820 , 25.47
101821 , 49.00
101822 , 20.55
101823 , 21.07
101824 , 21.90
101825 , 24.83
101826 , 13.68
101827 , 18.40
101828 , 24.34
101829 , 26.01
101830 , 17.34
101831 , 20.11
101832 , 54.48
101833 , 24.33
101834 , 15.03
101835 , 34.67
101836 , 21.48
101837 , 26.66
101838 , 29.05
101839 , 21.66
101840 , 11.41
101841 , 17.01
101842 , 13.66
101843 , 13.91
101844 , 34.88
101845 , 28.13
101846 , 21.90
101847 , 38.30
101848 , 17.45
101849 , 21.01
101850 , 25.74
101851 , 33.58
101852 , 25.23
101853 , 42.06
101854 , 30.95
101855 , 22.41
101856 , 19.64
102721 , 21.70
102722 , 17.44
102723 , 20.71
102724 , 23.66
102725 , 13.76
102726 , 17.24
102727 , 36.78
102728 , 28.64
102729 , 31.81
102730 , 21.27
102731 , 20.97
102732 , 81.32
102733 , 24.66
102734 , 22.44
102735 , 53.41
102736 , 34.67
102737 , 41.50
102738 , 14.55
102739 , 42.16
102740 , 21.10
102741 , 59.65
102742 , 29.58
102743 , 26.21
102744 , 16.06
102745 , 39.77
102746 , 21.77
102747 , 22.44
102748 , 25.35
102749 , 17.00
102750 , 19.83
102751 , 15.07
102752 , 11.61
102753 , 24.83
102754 , 9.70
102755 , 10.17
102756 , 41.24
102757 , 28.98
102758 , 24.92
102759 , 12.43
102760 , 26.75
102761 , 35.85
102762 , 48.30
102763 , 25.03
102764 , 41.09
102765 , 23.08
102766 , 33.83
102767 , 44.61
102768 , 37.97
102769 , 10.17
102770 , 14.70
102771 , 28.10
102772 , 27.16
102773 , 41.21
102774 , 44.11
102775 , 27.60
102776 , 51.94
102777 , 14.91
102778 , 55.21
102779 , 15.14
102780 , 27.62
102781 , 48.48
102782 , 21.37
102783 , 21.44
102784 , 22.98
102785 , 24.99
102786 , 13.46
102787 , 16.46
102788 , 22.02
102789 , 25.97
102790 , 20.74
102791 , 14.16
102792 , 56.66
102793 , 29.43
102794 , 21.03
102795 , 32.19
102796 , 19.46
102797 , 25.50
102798 , 24.75
102799 , 22.46
102800 , 15.46
102801 , 22.22
102802 , 17.00
102803 , 15.02
102804 , 30.56
102805 , 28.81
102806 , 24.06
102807 , 39.88
102808 , 18.44
102809 , 18.54
102810 , 26.34
102811 , 32.80
102812 , 26.77
102813 , 37.07
102814 , 31.33
102815 , 20.30
102816 , 23.05
103681 , 20.40
103682 , 19.22
103683 , 21.13
103684 , 36.19
103685 , 15.74
103686 , 18.92
103687 , 39.30
103688 , 22.79
103689 , 32.70
103690 , 20.08
103691 , 22.20
103692 , 67.20
103693 , 22.34
103694 , 22.16
103695 , 48.18
103696 , 38.64
103697 , 32.21
103698 , 14.30
103699 , 39.71
103700 , 27.20
103701 , 61.64
103702 , 28.34
103703 , 22.68
103704 , 16.14
103705 , 38.05
103706 , 21.05
103707 , 17.31
103708 , 23.08
103709 , 18.21
103710 , 13.66
103711 , 15.88
103712 , 12.84
103713 , 28.24
103714 , 8.30
103715 , 10.58
103716 , 32.25
103717 , 30.83
103718 , 25.34
103719 , 13.50
103720 , 22.70
103721 , 41.85
103722 , 49.78
103723 , 33.26
103724 , 40.66
103725 , 21.67
103726 , 35.87
103727 , 40.99
103728 , 44.47
103729 , 12.11
103730 , 20.56
103731 , 26.48
103732 , 26.81
103733 , 39.20
103734 , 45.28
103735 , 29.90
103736 , 42.36
103737 , 17.99
103738 , 52.92
103739 , 15.85
103740 , 26.44
103741 , 54.98
103742 , 25.75
103743 , 24.01
103744 , 24.40
103745 , 24.09
103746 , 12.23
103747 , 16.61
103748 , 23.64
103749 , 32.57
103750 , 19.62
103751 , 13.07
103752 , 45.89
103753 , 24.88
103754 , 19.49
103755 , 31.28
103756 , 21.98
103757 , 27.95
103758 , 30.05
103759 , 24.19
103760 , 13.02
103761 , 16.70
103762 , 13.95
103763 , 14.44
103764 , 28.37
103765 , 23.59
103766 , 26.78
103767 , 39.29
103768 , 17.24
103769 , 19.01
103770 , 15.98
103771 , 34.93
103772 , 24.19
103773 , 37.23
103774 , 37.14
103775 , 20.82
103776 , 21.94
104641 , 21.39
104642 , 16.46
104643 , 22.23
104644 , 35.93
104645 , 14.17
104646 , 17.17
104647 , 40.98
104648 , 23.94
104649 , 34.76
104650 , 22.44
104651 , 24.91
104652 , 75.25
104653 , 22.39
104654 , 21.25
104655 , 43.89
104656 , 32.15
104657 , 33.50
104658 , 15.53
104659 , 43.40
104660 , 21.54
104661 , 57.82
104662 , 24.30
104663 , 25.94
104664 , 16.48
104665 , 39.70
104666 , 20.59
104667 , 17.13
104668 , 30.36
104669 , 23.05
104670 , 16.81
104671 , 14.87
104672 , 14.51
104673 , 26.16
104674 , 8.42
104675 , 13.73
104676 , 29.84
104677 , 28.24
104678 , 22.21
104679 , 11.47
104680 , 23.82
104681 , 41.95
104682 , 46.65
104683 , 30.92
104684 , 36.84
104685 , 22.88
104686 , 35.61
104687 , 45.48
104688 , 43.77
104689 , 11.57
104690 , 19.80
104691 , 29.84
104692 , 30.48
104693 , 32.54
104694 , 45.01
104695 , 31.60
104696 , 46.52
104697 , 15.66
104698 , 51.59
104699 , 13.80
104700 , 29.01
104701 , 47.58
104702 , 17.35
104703 , 19.50
104704 , 25.20
104705 , 23.48
104706 , 16.52
104707 , 17.77
104708 , 24.15
104709 , 24.91
104710 , 18.70
104711 , 17.45
104712 , 52.71
104713 , 24.96
104714 , 16.10
104715 , 31.18
104716 , 19.50
104717 , 32.54
104718 , 26.20
104719 , 22.93
104720 , 11.90
104721 , 21.49
104722 , 12.32
104723 , 14.46
104724 , 25.04
104725 , 28.66
104726 , 23.06
104727 , 30.24
104728 , 14.93
104729 , 25.97
104730 , 25.15
104731 , 33.97
104732 , 25.77
104733 , 37.85
104734 , 32.96
104735 , 25.12
104736 , 20.26
105601 , 23.34
105602 , 17.63
105603 , 23.46
105604 , 31.11
105605 , 13.40
105606 , 17.64
105607 , 38.79
105608 , 22.21
105609 , 29.45
105610 , 23.69
105611 , 24.56
105612 , 85.87
105613 , 22.36
105614 , 21.50
105615 , 52.00
105616 , 35.12
105617 , 34.78
105618 , 13.59
105619 , 39.46
105620 , 17.71
105621 , 57.19
105622 , 27.13
105623 , 26.73
105624 , 17.14
105625 , 37.81
105626 , 22.36
105627 , 17.98
105628 , 22.84
105629 , 15.33
105630 , 13.43
105631 , 16.25
105632 , 12.00
105633 , 28.98
105634 , 13.47
105635 , 12.03
105636 , 35.84
105637 , 26.75
105638 , 22.90
105639 , 12.36
105640 , 21.03
105641 , 44.95
105642 , 44.68
105643 , 31.49
105644 , 34.54
105645 , 21.26
105646 , 35.96
105647 , 44.92
105648 , 42.96
105649 , 11.27
105650 , 18.15
105651 , 22.56
105652 , 26.96
105653 , 40.51
105654 , 43.83
105655 , 30.35
105656 , 44.53
105657 , 18.35
105658 , 49.21
105659 , 16.22
105660 , 27.49
105661 , 48.45
105662 , 24.69
105663 , 23.26
105664 , 24.10
105665 , 30.03
105666 , 15.16
105667 , 17.28
105668 , 23.28
105669 , 33.24
105670 , 22.96
105671 , 14.87
105672 , 51.82
105673 , 23.43
105674 , 17.11
105675 , 31.65
105676 , 22.50
105677 , 26.60
105678 , 28.08
105679 , 23.28
105680 , 13.23
105681 , 17.87
105682 , 13.44
105683 , 15.07
105684 , 29.65
105685 , 26.51
105686 , 23.51
105687 , 35.36
105688 , 17.26
105689 , 20.71
105690 , 19.70
105691 , 33.02
105692 , 24.31
105693 , 40.19
105694 , 34.11
105695 , 21.51
105696 , 19.09
106561 , 25.84
106562 , 17.59
106563 , 22.53
106564 , 31.09
106565 , 18.44
106566 , 16.47
106567 , 40.72
106568 , 29.57
106569 , 31.77
106570 , 22.70
106571 , 19.59
106572 , 76.21
106573 , 22.75
106574 , 23.21
106575 , 43.22
106576 , 33.18
106577 , 33.76
106578 , 14.10
106579 , 49.13
106580 , 18.00
106581 , 62.03
106582 , 26.24
106583 , 29.18
106584 , 14.96
106585 , 39.22
106586 , 20.87
106587 , 23.26
106588 , 27.36
106589 , 17.77
106590 , 15.18
106591 , 13.81
106592 , 13.95
106593 , 30.07
106594 , 11.54
106595 , 10.94
106596 , 38.89
106597 , 31.60
106598 , 23.52
106599 , 10.63
106600 , 21.74
106601 , 39.32
106602 , 59.36
106603 , 34.41
106604 , 40.85
106605 , 19.95
106606 , 34.46
106607 , 45.01
106608 , 40.57
106609 , 10.97
106610 , 19.34
106611 , 31.70
106612 , 27.64
106613 , 39.08
106614 , 45.54
106615 , 30.52
106616 , 37.92
106617 , 15.11
106618 , 54.74
106619 , 16.75
106620 , 27.19
106621 , 55.56
106622 , 21.36
106623 , 21.01
106624 , 22.21
106625 , 26.37
106626 , 14.70
